code,description,last_updated
02001003Patient not discharged to home by post-operative day #7,Pt no dchg home postop day 7,2025-09-12
03001003Patient survey score improved from baseline following treatment,Pt surv improv bsline tx,2025-09-12
04001003Patient survey results not available,Pt surv results not avail,2025-09-12
05001003Patient survey score did not improve from baseline following treatment,Surv score no improv w/tx,2025-09-12
06001003Intraoperative cystoscopy performed to evaluate for lower tract injury,Intraop cyst eval trac inj,2025-09-12
"07001003Documented medical reasons for not performing intraoperative cystoscopy (e.g.,",Doc med rsn not perf cystosc,2025-09-12
08001003Intraoperative cystoscopy not performed to evaluate for lower tract injury,Intraop cyst eval not done,2025-09-12
09001003Documentation of an order for anti-platelet agents,Doc order anti-plat,2025-09-12
10001003Documentation of medical reason(s) in the patient's record for not ordering,Doc md rsn no antipla,2025-09-12
"11001003Order for anti-platelet agents was not documented in the patient's record,",No doc order anti-plat rng,2025-09-12
12001003Photodocumentation of two or more cecal landmarks to establish a complete,Phodoc 2 mr cec lndmk,2025-09-12
"13001003Documentation of post-surgical anatomy (e.g., right hemicolectomy, ileocecal",Doc post surg anatomy,2025-09-12
"14001003Photodocumentation of less than two cecal landmarks (i.e., no cecal landmarks",Photodoc < 2 cec lndmk,2025-09-12
15001003Preoperative assessment documented,Pre-op asst doc,2025-09-12
"16001003Documentation of reason(s) for not documenting a preoperative assessment (e.g.,",Doc rsn no preop assmt,2025-09-12
"17001003Preoperative assessment not documented, reason not given","Pre-op asst not doc, rng",2025-09-12
18001003Documentation of screening for uterine malignancy or those that had an,Doc scr uter mal or us/samp,2025-09-12
"19001003Documentation of reason(s) for not screening for uterine malignancy (e.g.,",Doc rsn no scr uter malig,2025-09-12
"20001003Patient not screened for uterine malignancy, or those that have not had an",No scr utr malig/us/samp rng,2025-09-12
21001003Patient identified as an unhealthy alcohol user when screened for unhealthy,Scr unheal etoh w/counsel,2025-09-12
22001003Patient not identified as an unhealthy alcohol user when screened for unhealthy,No unheal etoh user,2025-09-12
23001003Documentation of medical reason(s) for not screening for unhealthy alcohol use,Doc med rsn no scr etoh use,2025-09-12
24001003Patient not screened for unhealthy alcohol use using a systematic screening,Pt not scrn or no counseling,2025-09-12
25001003Patient sustained bladder injury at the time of surgery or discovered,Pt bl srg 30 day pst srg,2025-09-12
"26001003Documented medical reason for not reporting bladder injury (e.g., gynecologic",Med rsn no rpt bladder inj,2025-09-12
27001003Patient did not sustain bladder injury at the time of surgery nor discovered,Pt no bl srg 30 day pst srg,2025-09-12
28001003Patient sustained bowel injury at the time of surgery or discovered,Pt bwli srg 30 day pst srg,2025-09-12
"29001003Documented medical reasons for not reporting bowel injury (e.g., gynecologic or",Med rsn no rpt bowel inj,2025-09-12
30001003Patient did not sustain a bowel injury at the time of surgery nor discovered,Pt no bwli srg 30 day srg,2025-09-12
31001003Patient sustained ureter injury at the time of surgery or discovered,Pt ui srg 30 day pst srg,2025-09-12
"32001003Documented medical reasons for not reporting ureter injury (e.g., gynecologic",Med rsn for no rpt uret inj,2025-09-12
33001003Patient did not sustain ureter injury at the time of surgery nor discovered,Pt no ui srg 30 day pst srg,2025-09-12
34001003Health-related quality of life assessed with tool during at least two visits,Qual life tool 2x same/impr,2025-09-12
35001003Health-related quality of life not assessed with tool for documented reason(s),No doc rsn do qual life assm,2025-09-12
36001003Health-related quality of life not assessed with tool during at least two,No life asst 2x same/decr,2025-09-12
37001003Final reports with documentation of one or more dose reduction techniques,Doc >1 dose reduc tech,2025-09-12
38001003Final reports without documentation of one or more dose reduction techniques,No doc >1 dose reduc tech,2025-09-12
39001003Major amputation or open surgical bypass not required within 48 hours of the,Amp no reqd in48h ieler proc,2025-09-12
40001003Documentation of planned hybrid or staged procedure,Doc plan hybrid/stage proc,2025-09-12
41001003Major amputation or open surgical bypass required within 48 hours of the index,Amp reqd w/in 48h ieler proc,2025-09-12
"42001003Current smoker (e.g., cigarette, cigar, pipe, e-cigarette or marijuana)",Current smoker,2025-09-12
43001003Elective surgery,Elective surgery,2025-09-12
44001003Patients who abstained from smoking prior to anesthesia on the day of surgery,No smok b/4 anes day of surg,2025-09-12
45001003Patients who did not abstain from smoking prior to anesthesia on the day of,Had smoke b/4 anes day surg,2025-09-12
46001003Patients with 90 day mrs score of 0 to 2,Pt w/90d mrs 0-2,2025-09-12
47001003Patients in whom mrs score could not be obtained at 90 day follow-up,No mrs score in 90d followup,2025-09-12
48001003Patients with 90 day mrs score greater than 2,Pt w/90d mrs >2,2025-09-12
49001003Psoriasis assessment tool documented meeting any one of the specified,Psor as doc spc bm,2025-09-12
50001003Documentation that the patient declined therapy change or has documented,Doc pt no ther chg or contra,2025-09-12
51001003Psoriasis assessment tool documented not meeting any one of the specified,Psor as doc no spc bm,2025-09-12
52001003Patient has been treated with a systemic or biologic medication for psoriasis,Pt tx sys bio med psori 6mth,2025-09-12
53001003Patient has not been treated with a systemic or biologic medication for,Pt no tx sys bio rx 6 mths,2025-09-12
54001003Monitored anesthesia care (mac),Mon anesth care,2025-09-12
55001003A transfer of care protocol or handoff tool/checklist that includes the,Toc tool incl key elem,2025-09-12
56001003Patient transferred directly from anesthetizing location to pacu or other,Pt trans from anest to pacu,2025-09-12
57001003Transfer of care during an anesthetic or to the intensive care unit,Toc dur aneth to icu,2025-09-12
58001003A transfer of care protocol or handoff tool/checklist that includes the,Toc tool incl elem not used,2025-09-12
59001003Patients greater than or equal to 86 years of age who underwent a screening,>=86y scr colo nomed rsn,2025-09-12
60001003Documentation of medical reason(s) for a colonoscopy performed on a patient,Doc med rsn colo pt >= 86y,2025-09-12
61001003Patients greater than or equal to 86 years of age who received a  colonoscopy,Pt >= 86  w/ hi risk,2025-09-12
"62001003Previously diagnosed or have a diagnosis of clinical ascvd, including ascvd",Prior dx/active clin ascvd,2025-09-12
63001003Any ldl-c laboratory result >= 190 mg/dl,Fast/dir ldl >= 190 mg/dl,2025-09-12
64001003Patients who are currently statin therapy users or received an order,Taking statin or rec'd order,2025-09-12
65001003Patients who are not currently statin therapy users or did not receive an order,No statin/no order statin,2025-09-12
66001003Patient's highest fasting or direct ldl-c laboratory test result in the,Fas/dir ldl 70-189mg/dl mst,2025-09-12
67001003Documentation of medical reason(s) for not currently being a statin   therapy,Doc med rsn no stat tx/presc,2025-09-12
69001003I intend to report the multiple chronic conditions measures group,Intend rpt mult chr msr grp,2025-09-12
70001003All quality actions for the applicable measures in the multiple chronic,Qty act mcc mg perf,2025-09-12
71001003I intend to report the diabetic retinopathy measures group,Intend rpt dia retin msr grp,2025-09-12
72001003All quality actions for the applicable measures in the diabetic retinopathy,Qty act diab retin mg perf,2025-09-12
73001003I intend to report the cardiovascular prevention measures group,Intend rpt card prev msr grp,2025-09-12
74001003Patients with clinical ascvd diagnosis,Pt w/clin ascvd dx,2025-09-12
75001003Patients who have ever had a fasting or direct laboratory result of ldl-c = 190,Pt w/fast/dir lab ldl-c >190,2025-09-12
76001003Patients aged 40 to 75 years at the beginning of the measurement period with,40-75y w/type 1/2 w/ldl-c rs,2025-09-12
77001003All quality actions for the applicable measures in the cardiovascular,Qty act card prev mg perf,2025-09-12
78001003Oncology care model (ocm) monthly enhanced oncology services (meos) payment for,Oncology care model service,2025-09-12
79001003This code is for onsite acute care treatment of a nursing facility resident,Acute care pneumonia,2025-09-12
80001003This code is for onsite acute care treatment of a nursing facility resident,Acute care congestive heart,2025-09-12
81001003This code is for onsite acute care treatment of a resident with copd or asthma;,Acute care chronic obstruct,2025-09-12
82001003This code is for the onsite acute care treatment a nursing facility resident,Acute care skin infection,2025-09-12
83001003Facility service(s) for the onsite acute care treatment of a nursing facility,Acute fluid/electro disorder,2025-09-12
84001003This code is for the onsite acute care treatment of a nursing facility resident,Acute care urinary tract inf,2025-09-12
85001003Physician service or other qualified health care professional for the,Acute nursing facility care,2025-09-12
"86001003Onsite nursing facility conference, that is separate and distinct from an",Nursing facility conference,2025-09-12
87001003Hospice services provided to patient any time during the measurement period,Hospice anytime msmt per,2025-09-12
88001003Patients using hospice services any time during the measurement period,Pt w/hosp anytime msmt per,2025-09-12
89001003Patient admitted for performance of elective carotid intervention,Inpt elect carotid intervent,2025-09-12
90001003Patient receiving hospice services any time during the measurement period,Pt in hos,2025-09-12
91001003Patient had hospice services any time during the measurement period,Pt hosp dur msmt period,2025-09-12
92001003Hospice services received by patient any time during the measurement period,Hosp recd by pt dur msmt per,2025-09-12
93001003Patient use of hospice services any time during the measurement period,Pt use hosp during msmt per,2025-09-12
94001003Hospice services utilized by patient any time during the measurement period,Hosp srv used pt in msmt per,2025-09-12
95001003Long-acting inhaled bronchodilator prescribed,Long act inhal bronchdil pre,2025-09-12
96001003Documentation of medical reason(s) for not prescribing a long-acting inhaled,Med rsn no presc bronchdil,2025-09-12
